"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,32000,1976
"Machinery",10,"Manufactured goods classified chiefly by material",106,170086000,1976
"Machinery",10,"Machinery and transport equipment",107,116235000,1976
"Machinery",10,"Miscellaneous manufactured articles",108,1761000,1976
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,1343000,1976
"Electronics",11,"Manufactured goods classified chiefly by material",116,1343000,1976
"Electronics",11,"Machinery and transport equipment",117,889947000,1976
"Electronics",11,"Miscellaneous manufactured articles",118,352282000,1976
"Aircraft",12,"Machinery and transport equipment",127,1920000,1976
"Boilers",13,"Manufactured goods classified chiefly by material",136,62223000,1976
"Boilers",13,"Machinery and transport equipment",137,14404000,1976
"Boilers",13,"Miscellaneous manufactured articles",138,8189000,1976
"Ships",14,"Chemicals and related products, n.e.s.",145,551000,1976
"Ships",14,"Machinery and transport equipment",147,166840000,1976
"Metal products",15,"Crude materials, inedible, except fuels",152,664000,1976
"Metal products",15,"Chemicals and related products, n.e.s.",155,209000,1976
"Metal products",15,"Manufactured goods classified chiefly by material",156,299896000,1976
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,39959000,1976
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,480077000,1976
"Construction materials and equipment",20,"Machinery and transport equipment",207,31748000,1976
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,39831000,1976
"Home and office products",21,"Manufactured goods classified chiefly by material",216,116513000,1976
"Home and office products",21,"Machinery and transport equipment",217,11158000,1976
"Home and office products",21,"Miscellaneous manufactured articles",218,101315000,1976
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,120000,1976
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,0,1976
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,19471000,1976
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,3000,1976
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,504000,1976
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,6393000,1976
"Food Processing",31,"Food and live animals chiefly for food",310,86651000,1976
"Food Processing",31,"Beverages and tobacco",311,446000,1976
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,958000,1976
"Food Processing",31,"Manufactured goods classified chiefly by material",316,3314000,1976
"Food Processing",31,"Miscellaneous manufactured articles",318,126000,1976
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,11000,1976
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,500000,1976
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,173000,1976
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,14294000,1976
"Other Chemicals",42,"Food and live animals chiefly for food",420,69000,1976
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,0,1976
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,9000,1976
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,19334000,1976
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,21003000,1976
"Other Chemicals",42,"Miscellaneous manufactured articles",428,4294000,1976
"Agrochemicals",43,"Food and live animals chiefly for food",430,139000,1976
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,143000,1976
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,13862000,1976
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,9619000,1976
