"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,1511729,1996
"Machinery",10,"Manufactured goods classified chiefly by material",106,2149785545,1996
"Machinery",10,"Machinery and transport equipment",107,16470521608,1996
"Machinery",10,"Miscellaneous manufactured articles",108,180434467,1996
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,22850638,1996
"Electronics",11,"Manufactured goods classified chiefly by material",116,14727271,1996
"Electronics",11,"Machinery and transport equipment",117,34419456614,1996
"Electronics",11,"Miscellaneous manufactured articles",118,2426478372,1996
"Aircraft",12,"Manufactured goods classified chiefly by material",126,326155,1996
"Aircraft",12,"Machinery and transport equipment",127,378900979,1996
"Boilers",13,"Manufactured goods classified chiefly by material",136,1196114837,1996
"Boilers",13,"Machinery and transport equipment",137,499749314,1996
"Boilers",13,"Miscellaneous manufactured articles",138,6004122,1996
"Ships",14,"Chemicals and related products, n.e.s.",145,4961529,1996
"Ships",14,"Machinery and transport equipment",147,5986254361,1996
"Metal products",15,"Crude materials, inedible, except fuels",152,0,1996
"Metal products",15,"Chemicals and related products, n.e.s.",155,35148069,1996
"Metal products",15,"Manufactured goods classified chiefly by material",156,4363835921,1996
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,13235110,1996
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,1455026710,1996
"Construction materials and equipment",20,"Machinery and transport equipment",207,974241214,1996
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,212728543,1996
"Home and office products",21,"Manufactured goods classified chiefly by material",216,826393516,1996
"Home and office products",21,"Machinery and transport equipment",217,12916117,1996
"Home and office products",21,"Miscellaneous manufactured articles",218,802670547,1996
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,2563277,1996
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,3896298,1996
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,591041056,1996
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,7101212,1996
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,67090855,1996
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,53151063,1996
"Food Processing",31,"Food and live animals chiefly for food",310,520546451,1996
"Food Processing",31,"Beverages and tobacco",311,38998420,1996
"Food Processing",31,"Crude materials, inedible, except fuels",312,5233837,1996
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,3652771,1996
"Food Processing",31,"Manufactured goods classified chiefly by material",316,93796378,1996
"Food Processing",31,"Miscellaneous manufactured articles",318,127196968,1996
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,4779351,1996
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,1715836895,1996
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,71011479,1996
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,990400,1996
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,417577889,1996
"Other Chemicals",42,"Food and live animals chiefly for food",420,21867152,1996
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,2024,1996
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,6593049,1996
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,619117839,1996
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,760534791,1996
"Other Chemicals",42,"Miscellaneous manufactured articles",428,517233832,1996
"Agrochemicals",43,"Food and live animals chiefly for food",430,10120853,1996
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,39992710,1996
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,103585765,1996
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,132521363,1996
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,194137466,1996
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,2494462267,1996
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,3229894251,1996
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,25144023,1996
"Chemicals and health related products",44,"Machinery and transport equipment",447,72456078,1996
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,334376862,1996
"Coal",50,"Mineral fuels, lubricants and related materials",503,27453247,1996
"Mining",51,"Crude materials, inedible, except fuels",512,27389484,1996
"Mining",51,"Chemicals and related products, n.e.s.",515,15316988,1996
"Mining",51,"Manufactured goods classified chiefly by material",516,172305673,1996
"Mining",51,"Miscellaneous manufactured articles",518,74933998,1996
"Mining",51,"Commodities and transactions not classified elsewhere in the SITC",519,2323061637,1996
"Oil",52,"Mineral fuels, lubricants and related materials",523,84296693,1996
"Precious Stones",54,"Crude materials, inedible, except fuels",542,644814,1996
"Precious Stones",54,"Manufactured goods classified chiefly by material",546,13253461,1996
"Processed minerals",57,"Crude materials, inedible, except fuels",572,85510938,1996
"Processed minerals",57,"Mineral fuels, lubricants and related materials",573,0,1996
"Processed minerals",57,"Manufactured goods classified chiefly by material",576,208505950,1996
"Processed minerals",57,"Miscellaneous manufactured articles",578,2479703,1996
"Textile & Fabrics",60,"Crude materials, inedible, except fuels",602,124105267,1996
"Textile & Fabrics",60,"Manufactured goods classified chiefly by material",606,8799879529,1996
"Garments",61,"Crude materials, inedible, except fuels",612,39223896,1996
"Garments",61,"Manufactured goods classified chiefly by material",616,1367409615,1996
"Garments",61,"Miscellaneous manufactured articles",618,5370115323,1996
"Cereals and vegetable oils",70,"Food and live animals chiefly for food",700,619095,1996
"Cereals and vegetable oils",70,"Crude materials, inedible, except fuels",702,1234095,1996
"Cereals and vegetable oils",70,"Animal and vegetable oils, fats and waxes",704,7862326,1996
"Cereals and vegetable oils",70,"Chemicals and related products, n.e.s.",705,1338617,1996
"Cotton, rice, soy beans and others",71,"Food and live animals chiefly for food",710,29177572,1996
"Cotton, rice, soy beans and others",71,"Crude materials, inedible, except fuels",712,9644569,1996
"Cotton, rice, soy beans and others",71,"Animal and vegetable oils, fats and waxes",714,68054,1996
"Cotton, rice, soy beans and others",71,"Manufactured goods classified chiefly by material",716,82410,1996
"Tropical treecrops and flowers",72,"Food and live animals chiefly for food",720,1954432,1996
"Tropical treecrops and flowers",72,"Crude materials, inedible, except fuels",722,23211194,1996
"Tropical treecrops and flowers",72,"Animal and vegetable oils, fats and waxes",724,134972,1996
"Tobacco",73,"Beverages and tobacco",731,70141392,1996
"Tobacco",73,"Crude materials, inedible, except fuels",732,0,1996
"Fruit",74,"Food and live animals chiefly for food",740,4170464,1996
"Misc Agriculture",75,"Food and live animals chiefly for food",750,164733008,1996
"Misc Agriculture",75,"Crude materials, inedible, except fuels",752,210554666,1996
"Fish & Seafood",80,"Food and live animals chiefly for food",800,1298560144,1996
"Fish & Seafood",80,"Crude materials, inedible, except fuels",802,6635494,1996
"Fish & Seafood",80,"Animal and vegetable oils, fats and waxes",804,2315637,1996
