"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,1821000,1998
"Machinery",10,"Manufactured goods classified chiefly by material",106,2622688000,1998
"Machinery",10,"Machinery and transport equipment",107,19133634000,1998
"Machinery",10,"Miscellaneous manufactured articles",108,245649000,1998
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,6540000,1998
"Electronics",11,"Manufactured goods classified chiefly by material",116,17150000,1998
"Electronics",11,"Machinery and transport equipment",117,38537256000,1998
"Electronics",11,"Miscellaneous manufactured articles",118,2399220000,1998
"Aircraft",12,"Manufactured goods classified chiefly by material",126,103000,1998
"Aircraft",12,"Machinery and transport equipment",127,384476000,1998
"Boilers",13,"Manufactured goods classified chiefly by material",136,1420195000,1998
"Boilers",13,"Machinery and transport equipment",137,456367000,1998
"Boilers",13,"Miscellaneous manufactured articles",138,3361000,1998
"Ships",14,"Chemicals and related products, n.e.s.",145,7826000,1998
"Ships",14,"Machinery and transport equipment",147,6551600000,1998
"Metal products",15,"Chemicals and related products, n.e.s.",155,43720000,1998
"Metal products",15,"Manufactured goods classified chiefly by material",156,7184458000,1998
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,9346000,1998
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,2048394000,1998
"Construction materials and equipment",20,"Machinery and transport equipment",207,1165263000,1998
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,232252000,1998
"Home and office products",21,"Manufactured goods classified chiefly by material",216,806671000,1998
"Home and office products",21,"Machinery and transport equipment",217,9981000,1998
"Home and office products",21,"Miscellaneous manufactured articles",218,831359000,1998
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,1446000,1998
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,2557000,1998
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,1408129000,1998
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,5987000,1998
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,81806000,1998
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,173577000,1998
"Food Processing",31,"Food and live animals chiefly for food",310,529821000,1998
"Food Processing",31,"Beverages and tobacco",311,36272000,1998
"Food Processing",31,"Crude materials, inedible, except fuels",312,5492000,1998
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,3372000,1998
"Food Processing",31,"Manufactured goods classified chiefly by material",316,99356000,1998
"Food Processing",31,"Miscellaneous manufactured articles",318,162575000,1998
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,1218000,1998
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,2732716000,1998
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,67274000,1998
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,248000,1998
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,444413000,1998
"Other Chemicals",42,"Food and live animals chiefly for food",420,19859000,1998
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,6641000,1998
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,543404000,1998
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,922019000,1998
"Other Chemicals",42,"Miscellaneous manufactured articles",428,637870000,1998
"Agrochemicals",43,"Food and live animals chiefly for food",430,22562000,1998
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,51589000,1998
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,97136000,1998
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,103365000,1998
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,330067000,1998
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,1446416000,1998
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,4914578000,1998
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,124653000,1998
"Chemicals and health related products",44,"Machinery and transport equipment",447,107155000,1998
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,380720000,1998
"Coal",50,"Mineral fuels, lubricants and related materials",503,44336000,1998
"Mining",51,"Crude materials, inedible, except fuels",512,48853000,1998
"Mining",51,"Chemicals and related products, n.e.s.",515,45534000,1998
"Mining",51,"Manufactured goods classified chiefly by material",516,623782000,1998
"Mining",51,"Miscellaneous manufactured articles",518,132270000,1998
"Mining",51,"Commodities and transactions not classified elsewhere in the SITC",519,583868000,1998
"Oil",52,"Mineral fuels, lubricants and related materials",523,6984975000,1998
"Precious Stones",54,"Crude materials, inedible, except fuels",542,1416000,1998
"Precious Stones",54,"Manufactured goods classified chiefly by material",546,56666000,1998
"Processed minerals",57,"Crude materials, inedible, except fuels",572,84353000,1998
"Processed minerals",57,"Manufactured goods classified chiefly by material",576,225707000,1998
