"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,6643433,1989
"Machinery",10,"Manufactured goods classified chiefly by material",106,767072530,1989
"Machinery",10,"Machinery and transport equipment",107,2780693765,1989
"Machinery",10,"Miscellaneous manufactured articles",108,65864696,1989
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,8709479,1989
"Electronics",11,"Manufactured goods classified chiefly by material",116,38576945,1989
"Electronics",11,"Machinery and transport equipment",117,5924789581,1989
"Electronics",11,"Miscellaneous manufactured articles",118,5545864280,1989
"Aircraft",12,"Manufactured goods classified chiefly by material",126,185883,1989
"Aircraft",12,"Machinery and transport equipment",127,56333283,1989
"Boilers",13,"Manufactured goods classified chiefly by material",136,260549867,1989
"Boilers",13,"Machinery and transport equipment",137,237836268,1989
"Boilers",13,"Miscellaneous manufactured articles",138,2313340,1989
"Ships",14,"Chemicals and related products, n.e.s.",145,27524120,1989
"Ships",14,"Machinery and transport equipment",147,195316731,1989
"Metal products",15,"Crude materials, inedible, except fuels",152,10367,1989
"Metal products",15,"Chemicals and related products, n.e.s.",155,81043945,1989
"Metal products",15,"Manufactured goods classified chiefly by material",156,814826573,1989
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,123482229,1989
"Construction materials and equipment",20,"Mineral fuels, lubricants and related materials",203,4282206,1989
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,604357154,1989
"Construction materials and equipment",20,"Machinery and transport equipment",207,232144854,1989
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,489354625,1989
"Home and office products",21,"Manufactured goods classified chiefly by material",216,1259695071,1989
"Home and office products",21,"Machinery and transport equipment",217,138706842,1989
"Home and office products",21,"Miscellaneous manufactured articles",218,1212737947,1989
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,39356425,1989
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,136630334,1989
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,130318283,1989
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,8794573,1989
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,67631678,1989
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,28791179,1989
"Food Processing",31,"Food and live animals chiefly for food",310,1526115968,1989
"Food Processing",31,"Beverages and tobacco",311,121163421,1989
"Food Processing",31,"Crude materials, inedible, except fuels",312,500847,1989
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,788449,1989
"Food Processing",31,"Manufactured goods classified chiefly by material",316,41089034,1989
"Food Processing",31,"Miscellaneous manufactured articles",318,166006727,1989
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,887088,1989
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,78198222,1989
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,11821035,1989
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,27107479,1989
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,522520851,1989
"Other Chemicals",42,"Food and live animals chiefly for food",420,114613209,1989
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,414292,1989
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,72424960,1989
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,607832206,1989
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,93592305,1989
"Other Chemicals",42,"Miscellaneous manufactured articles",428,564612891,1989
"Agrochemicals",43,"Food and live animals chiefly for food",430,478924,1989
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,3877986,1989
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,48710114,1989
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,99091341,1989
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,38391348,1989
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,744799443,1989
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,1295207638,1989
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,169530862,1989
"Chemicals and health related products",44,"Machinery and transport equipment",447,8837457,1989
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,206966031,1989
"Coal",50,"Mineral fuels, lubricants and related materials",503,657869689,1989
"Mining",51,"Crude materials, inedible, except fuels",512,265463640,1989
"Mining",51,"Chemicals and related products, n.e.s.",515,188447833,1989
"Mining",51,"Manufactured goods classified chiefly by material",516,260631754,1989
"Mining",51,"Miscellaneous manufactured articles",518,162019492,1989
"Mining",51,"Commodities and transactions not classified elsewhere in the SITC",519,17902621,1989
"Oil",52,"Mineral fuels, lubricants and related materials",523,2626025299,1989
"Precious Stones",54,"Crude materials, inedible, except fuels",542,5865889,1989
"Precious Stones",54,"Manufactured goods classified chiefly by material",546,49857184,1989
"Processed minerals",57,"Crude materials, inedible, except fuels",572,786975360,1989
"Processed minerals",57,"Manufactured goods classified chiefly by material",576,180132365,1989
"Processed minerals",57,"Miscellaneous manufactured articles",578,878764,1989
"Textile & Fabrics",60,"Crude materials, inedible, except fuels",602,732175526,1989
"Textile & Fabrics",60,"Manufactured goods classified chiefly by material",606,5638958530,1989
"Garments",61,"Crude materials, inedible, except fuels",612,6054811,1989
"Garments",61,"Manufactured goods classified chiefly by material",616,2022413324,1989
