"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,113996378,2006
"Machinery",10,"Manufactured goods classified chiefly by material",106,22395218033,2006
"Machinery",10,"Machinery and transport equipment",107,96105826004,2006
"Machinery",10,"Miscellaneous manufactured articles",108,3438598425,2006
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,699494003,2006
"Electronics",11,"Manufactured goods classified chiefly by material",116,780426943,2006
"Electronics",11,"Machinery and transport equipment",117,421071538753,2006
"Electronics",11,"Miscellaneous manufactured articles",118,85794179542,2006
"Aircraft",12,"Manufactured goods classified chiefly by material",126,3197389,2006
"Aircraft",12,"Machinery and transport equipment",127,1567886563,2006
"Boilers",13,"Manufactured goods classified chiefly by material",136,6505814517,2006
"Boilers",13,"Machinery and transport equipment",137,6381061963,2006
"Boilers",13,"Miscellaneous manufactured articles",138,211913694,2006
"Ships",14,"Chemicals and related products, n.e.s.",145,110904078,2006
"Ships",14,"Machinery and transport equipment",147,3879676468,2006
"Metal products",15,"Crude materials, inedible, except fuels",152,529215,2006
"Metal products",15,"Chemicals and related products, n.e.s.",155,606368051,2006
"Metal products",15,"Manufactured goods classified chiefly by material",156,21766230765,2006
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,1416388992,2006
"Construction materials and equipment",20,"Mineral fuels, lubricants and related materials",203,680445878,2006
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,27870941780,2006
"Construction materials and equipment",20,"Machinery and transport equipment",207,14313832300,2006
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,31911854766,2006
"Home and office products",21,"Manufactured goods classified chiefly by material",216,16257295241,2006
"Home and office products",21,"Machinery and transport equipment",217,1737804183,2006
"Home and office products",21,"Miscellaneous manufactured articles",218,13544470360,2006
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,64504827,2006
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,690600443,2006
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,838339809,2006
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,97271286,2006
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,215587001,2006
