"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,36623,2006
"Machinery",10,"Manufactured goods classified chiefly by material",106,218996841,2006
"Machinery",10,"Machinery and transport equipment",107,1148054765,2006
"Machinery",10,"Miscellaneous manufactured articles",108,51601822,2006
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,326375,2006
"Electronics",11,"Manufactured goods classified chiefly by material",116,11709362,2006
"Electronics",11,"Machinery and transport equipment",117,1976159009,2006
"Electronics",11,"Miscellaneous manufactured articles",118,346216790,2006
"Aircraft",12,"Manufactured goods classified chiefly by material",126,3411,2006
"Aircraft",12,"Machinery and transport equipment",127,14187393,2006
"Boilers",13,"Manufactured goods classified chiefly by material",136,81584976,2006
"Boilers",13,"Machinery and transport equipment",137,123859949,2006
"Boilers",13,"Miscellaneous manufactured articles",138,3048898,2006
"Ships",14,"Chemicals and related products, n.e.s.",145,1753759,2006
"Ships",14,"Machinery and transport equipment",147,61633680,2006
"Metal products",15,"Crude materials, inedible, except fuels",152,75182,2006
"Metal products",15,"Chemicals and related products, n.e.s.",155,353860,2006
"Metal products",15,"Manufactured goods classified chiefly by material",156,110656572,2006
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,221915312,2006
"Construction materials and equipment",20,"Mineral fuels, lubricants and related materials",203,27296,2006
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,485823610,2006
"Construction materials and equipment",20,"Machinery and transport equipment",207,636904652,2006
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,2223080223,2006
"Home and office products",21,"Manufactured goods classified chiefly by material",216,323766309,2006
"Home and office products",21,"Machinery and transport equipment",217,75514807,2006
"Home and office products",21,"Miscellaneous manufactured articles",218,100201025,2006
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,73003,2006
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,7653564,2006
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,12555805,2006
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,264904,2006
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,8369627,2006
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,2093779,2006
"Food Processing",31,"Food and live animals chiefly for food",310,365751394,2006
"Food Processing",31,"Beverages and tobacco",311,9041161,2006
"Food Processing",31,"Crude materials, inedible, except fuels",312,330125,2006
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,5316762,2006
"Food Processing",31,"Manufactured goods classified chiefly by material",316,30365112,2006
"Food Processing",31,"Miscellaneous manufactured articles",318,133661631,2006
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,2873588,2006
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,66501220,2006
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,143259380,2006
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,14509569,2006
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,29085429,2006
"Other Chemicals",42,"Food and live animals chiefly for food",420,4747842,2006
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,0,2006
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,43035,2006
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,120937507,2006
