"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,17871,2010
"Machinery",10,"Manufactured goods classified chiefly by material",106,528477851,2010
"Machinery",10,"Machinery and transport equipment",107,2942093789,2010
"Machinery",10,"Miscellaneous manufactured articles",108,113092019,2010
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,707784,2010
"Electronics",11,"Manufactured goods classified chiefly by material",116,21565887,2010
"Electronics",11,"Machinery and transport equipment",117,7268793034,2010
"Electronics",11,"Miscellaneous manufactured articles",118,832924191,2010
"Aircraft",12,"Manufactured goods classified chiefly by material",126,32052,2010
"Aircraft",12,"Machinery and transport equipment",127,57908355,2010
"Boilers",13,"Manufactured goods classified chiefly by material",136,261952725,2010
"Boilers",13,"Machinery and transport equipment",137,197354043,2010
"Boilers",13,"Miscellaneous manufactured articles",138,2517915,2010
"Ships",14,"Chemicals and related products, n.e.s.",145,912287,2010
"Ships",14,"Machinery and transport equipment",147,503732976,2010
"Metal products",15,"Chemicals and related products, n.e.s.",155,1388363,2010
"Metal products",15,"Manufactured goods classified chiefly by material",156,832363351,2010
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,654118439,2010
"Construction materials and equipment",20,"Mineral fuels, lubricants and related materials",203,56602727,2010
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,1084746225,2010
"Construction materials and equipment",20,"Machinery and transport equipment",207,1252982804,2010
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,3742920983,2010
"Home and office products",21,"Manufactured goods classified chiefly by material",216,382101186,2010
"Home and office products",21,"Machinery and transport equipment",217,13801130,2010
"Home and office products",21,"Miscellaneous manufactured articles",218,152582755,2010
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,8430829,2010
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,28528697,2010
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,7165983,2010
