"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,0,1992
"Machinery",10,"Manufactured goods classified chiefly by material",106,1079926,1992
"Machinery",10,"Machinery and transport equipment",107,3811300,1992
"Machinery",10,"Miscellaneous manufactured articles",108,83757,1992
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,65728,1992
"Electronics",11,"Manufactured goods classified chiefly by material",116,9049,1992
"Electronics",11,"Machinery and transport equipment",117,4919558,1992
"Electronics",11,"Miscellaneous manufactured articles",118,3379099,1992
"Aircraft",12,"Manufactured goods classified chiefly by material",126,0,1992
"Aircraft",12,"Machinery and transport equipment",127,106766,1992
"Boilers",13,"Manufactured goods classified chiefly by material",136,679693,1992
"Boilers",13,"Machinery and transport equipment",137,0,1992
"Boilers",13,"Miscellaneous manufactured articles",138,0,1992
"Ships",14,"Chemicals and related products, n.e.s.",145,0,1992
"Ships",14,"Machinery and transport equipment",147,547865,1992
"Metal products",15,"Crude materials, inedible, except fuels",152,0,1992
"Metal products",15,"Chemicals and related products, n.e.s.",155,27205,1992
"Metal products",15,"Manufactured goods classified chiefly by material",156,10770977,1992
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,65707728,1992
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,5886139,1992
"Construction materials and equipment",20,"Machinery and transport equipment",207,443915,1992
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,6926987,1992
"Home and office products",21,"Manufactured goods classified chiefly by material",216,16091778,1992
"Home and office products",21,"Machinery and transport equipment",217,4994341,1992
"Home and office products",21,"Miscellaneous manufactured articles",218,1734694,1992
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,0,1992
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,390629,1992
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,604578,1992
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,0,1992
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,254361,1992
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,0,1992
"Food Processing",31,"Food and live animals chiefly for food",310,19247367,1992
"Food Processing",31,"Beverages and tobacco",311,17922,1992
"Food Processing",31,"Crude materials, inedible, except fuels",312,0,1992
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,0,1992
"Food Processing",31,"Manufactured goods classified chiefly by material",316,7907,1992
"Food Processing",31,"Miscellaneous manufactured articles",318,95462,1992
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,0,1992
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,217940,1992
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,16483,1992
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,782218,1992
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,3379276,1992
"Other Chemicals",42,"Food and live animals chiefly for food",420,79803,1992
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,195482,1992
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,396803,1992
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,1208190,1992
"Other Chemicals",42,"Miscellaneous manufactured articles",428,174823,1992
"Agrochemicals",43,"Food and live animals chiefly for food",430,6592,1992
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,2878,1992
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,0,1992
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,1906844,1992
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,40757,1992
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,7774377,1992
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,982134,1992
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,34988109,1992
"Chemicals and health related products",44,"Machinery and transport equipment",447,238518,1992
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,875474,1992
"Coal",50,"Mineral fuels, lubricants and related materials",503,69821718,1992
"Mining",51,"Crude materials, inedible, except fuels",512,4104151,1992
"Mining",51,"Chemicals and related products, n.e.s.",515,0,1992
"Mining",51,"Manufactured goods classified chiefly by material",516,80094,1992
"Mining",51,"Miscellaneous manufactured articles",518,475940,1992
"Mining",51,"Commodities and transactions not classified elsewhere in the SITC",519,0,1992
"Oil",52,"Mineral fuels, lubricants and related materials",523,664407494,1992
"Precious Stones",54,"Crude materials, inedible, except fuels",542,0,1992
"Precious Stones",54,"Manufactured goods classified chiefly by material",546,8274318,1992
"Processed minerals",57,"Crude materials, inedible, except fuels",572,7067513,1992
"Processed minerals",57,"Manufactured goods classified chiefly by material",576,237320,1992
"Textile & Fabrics",60,"Crude materials, inedible, except fuels",602,4449624,1992
"Textile & Fabrics",60,"Manufactured goods classified chiefly by material",606,7333526,1992
"Garments",61,"Crude materials, inedible, except fuels",612,71227,1992
"Garments",61,"Manufactured goods classified chiefly by material",616,22347403,1992
"Garments",61,"Miscellaneous manufactured articles",618,379394411,1992
"Cereals and vegetable oils",70,"Food and live animals chiefly for food",700,8277732,1992
"Cereals and vegetable oils",70,"Crude materials, inedible, except fuels",702,3147993,1992
"Cereals and vegetable oils",70,"Animal and vegetable oils, fats and waxes",704,2149274,1992
"Cereals and vegetable oils",70,"Chemicals and related products, n.e.s.",705,4044221,1992
"Cotton, rice, soy beans and others",71,"Food and live animals chiefly for food",710,144720434,1992
"Cotton, rice, soy beans and others",71,"Crude materials, inedible, except fuels",712,31765860,1992
