"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,0,1964
"Machinery",10,"Manufactured goods classified chiefly by material",106,39000,1964
"Machinery",10,"Machinery and transport equipment",107,53000,1964
"Machinery",10,"Miscellaneous manufactured articles",108,1000,1964
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,0,1964
"Electronics",11,"Manufactured goods classified chiefly by material",116,0,1964
"Electronics",11,"Machinery and transport equipment",117,42000,1964
"Electronics",11,"Miscellaneous manufactured articles",118,8000,1964
"Aircraft",12,"Machinery and transport equipment",127,0,1964
"Boilers",13,"Manufactured goods classified chiefly by material",136,0,1964
"Boilers",13,"Machinery and transport equipment",137,0,1964
"Boilers",13,"Miscellaneous manufactured articles",138,0,1964
"Ships",14,"Chemicals and related products, n.e.s.",145,0,1964
"Ships",14,"Machinery and transport equipment",147,0,1964
"Metal products",15,"Crude materials, inedible, except fuels",152,563000,1964
"Metal products",15,"Chemicals and related products, n.e.s.",155,0,1964
"Metal products",15,"Manufactured goods classified chiefly by material",156,1157000,1964
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,152000,1964
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,14000,1964
"Construction materials and equipment",20,"Machinery and transport equipment",207,0,1964
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,25000,1964
"Home and office products",21,"Manufactured goods classified chiefly by material",216,259000,1964
"Home and office products",21,"Machinery and transport equipment",217,5000,1964
"Home and office products",21,"Miscellaneous manufactured articles",218,17000,1964
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,0,1964
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,5000,1964
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,21000,1964
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,0,1964
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,99000,1964
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,0,1964
"Food Processing",31,"Food and live animals chiefly for food",310,319000,1964
"Food Processing",31,"Beverages and tobacco",311,0,1964
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,1000,1964
"Food Processing",31,"Manufactured goods classified chiefly by material",316,0,1964
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,0,1964
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,10000,1964
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,1588000,1964
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,20000,1964
"Other Chemicals",42,"Food and live animals chiefly for food",420,519000,1964
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,0,1964
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,8000,1964
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,3000,1964
"Other Chemicals",42,"Miscellaneous manufactured articles",428,2000,1964
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,0,1964
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,0,1964
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,28000,1964
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,11000,1964
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,76000,1964
