"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,0,1979
"Machinery",10,"Manufactured goods classified chiefly by material",106,333000,1979
"Machinery",10,"Machinery and transport equipment",107,3324000,1979
"Machinery",10,"Miscellaneous manufactured articles",108,2000,1979
"Electronics",11,"Manufactured goods classified chiefly by material",116,0,1979
"Electronics",11,"Machinery and transport equipment",117,421000,1979
"Electronics",11,"Miscellaneous manufactured articles",118,214000,1979
"Aircraft",12,"Machinery and transport equipment",127,374000,1979
"Boilers",13,"Manufactured goods classified chiefly by material",136,13000,1979
"Boilers",13,"Machinery and transport equipment",137,0,1979
"Boilers",13,"Miscellaneous manufactured articles",138,18000,1979
"Ships",14,"Chemicals and related products, n.e.s.",145,21000,1979
"Ships",14,"Machinery and transport equipment",147,21000,1979
"Metal products",15,"Chemicals and related products, n.e.s.",155,0,1979
"Metal products",15,"Manufactured goods classified chiefly by material",156,53000,1979
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,895000,1979
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,903000,1979
"Construction materials and equipment",20,"Machinery and transport equipment",207,231000,1979
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,327000,1979
"Home and office products",21,"Manufactured goods classified chiefly by material",216,820000,1979
"Home and office products",21,"Machinery and transport equipment",217,36000,1979
"Home and office products",21,"Miscellaneous manufactured articles",218,102000,1979
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,0,1979
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,24000,1979
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,0,1979
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,13000,1979
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,0,1979
"Food Processing",31,"Food and live animals chiefly for food",310,1080000,1979
"Food Processing",31,"Beverages and tobacco",311,4000,1979
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,0,1979
"Food Processing",31,"Manufactured goods classified chiefly by material",316,0,1979
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,0,1979
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,0,1979
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,164000,1979
"Other Chemicals",42,"Food and live animals chiefly for food",420,18000,1979
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,0,1979
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,36000,1979
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,106000,1979
"Other Chemicals",42,"Miscellaneous manufactured articles",428,16000,1979
"Agrochemicals",43,"Food and live animals chiefly for food",430,117000,1979
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,0,1979
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,0,1979
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,173000,1979
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,125000,1979
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,1153000,1979
"Chemicals and health related products",44,"Machinery and transport equipment",447,0,1979
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,18000,1979
"Coal",50,"Mineral fuels, lubricants and related materials",503,573000,1979
"Mining",51,"Crude materials, inedible, except fuels",512,1101000,1979
"Mining",51,"Chemicals and related products, n.e.s.",515,16000,1979
"Mining",51,"Manufactured goods classified chiefly by material",516,0,1979
"Mining",51,"Miscellaneous manufactured articles",518,136000,1979
"Oil",52,"Mineral fuels, lubricants and related materials",523,0,1979
"Processed minerals",57,"Crude materials, inedible, except fuels",572,55000,1979
"Processed minerals",57,"Manufactured goods classified chiefly by material",576,6000,1979
"Textile & Fabrics",60,"Crude materials, inedible, except fuels",602,106000,1979
"Textile & Fabrics",60,"Manufactured goods classified chiefly by material",606,1987000,1979
"Garments",61,"Crude materials, inedible, except fuels",612,0,1979
"Garments",61,"Manufactured goods classified chiefly by material",616,897000,1979
"Garments",61,"Miscellaneous manufactured articles",618,4778000,1979
