"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,39880262,2004
"Machinery",10,"Manufactured goods classified chiefly by material",106,13757190610,2004
"Machinery",10,"Machinery and transport equipment",107,205752390835,2004
"Machinery",10,"Miscellaneous manufactured articles",108,4327310903,2004
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,41982271,2004
"Electronics",11,"Manufactured goods classified chiefly by material",116,239778767,2004
"Electronics",11,"Machinery and transport equipment",117,135649743023,2004
"Electronics",11,"Miscellaneous manufactured articles",118,21338535828,2004
"Aircraft",12,"Manufactured goods classified chiefly by material",126,42100266,2004
"Aircraft",12,"Machinery and transport equipment",127,2981589385,2004
"Boilers",13,"Manufactured goods classified chiefly by material",136,3321417686,2004
"Boilers",13,"Machinery and transport equipment",137,1748731480,2004
"Boilers",13,"Miscellaneous manufactured articles",138,33433292,2004
"Ships",14,"Chemicals and related products, n.e.s.",145,91320795,2004
"Ships",14,"Machinery and transport equipment",147,11297740104,2004
"Metal products",15,"Crude materials, inedible, except fuels",152,885,2004
"Metal products",15,"Chemicals and related products, n.e.s.",155,198369193,2004
"Metal products",15,"Manufactured goods classified chiefly by material",156,18206946234,2004
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,16331469,2004
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,6097459379,2004
"Construction materials and equipment",20,"Machinery and transport equipment",207,2024308071,2004
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,622937933,2004
"Home and office products",21,"Manufactured goods classified chiefly by material",216,1028231162,2004
"Home and office products",21,"Machinery and transport equipment",217,16217153,2004
"Home and office products",21,"Miscellaneous manufactured articles",218,4082833574,2004
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,87868092,2004
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,44883354,2004
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,603898624,2004
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,13315681,2004
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,63063037,2004
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,545120001,2004
"Food Processing",31,"Food and live animals chiefly for food",310,673326117,2004
"Food Processing",31,"Beverages and tobacco",311,33976955,2004
"Food Processing",31,"Crude materials, inedible, except fuels",312,1479145,2004
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,21998722,2004
"Food Processing",31,"Manufactured goods classified chiefly by material",316,64775443,2004
"Food Processing",31,"Miscellaneous manufactured articles",318,668687401,2004
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,8250566,2004
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,2043274450,2004
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,658030361,2004
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,7354978,2004
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,1040076859,2004
"Other Chemicals",42,"Food and live animals chiefly for food",420,64270827,2004
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,0,2004
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,50290149,2004
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,7405000458,2004
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,625572145,2004
"Other Chemicals",42,"Miscellaneous manufactured articles",428,2282875192,2004
"Agrochemicals",43,"Food and live animals chiefly for food",430,13598421,2004
"Agrochemicals",43,"Crude materials, inedible, except fuels",432,16482702,2004
"Agrochemicals",43,"Mineral fuels, lubricants and related materials",433,320295804,2004
"Agrochemicals",43,"Chemicals and related products, n.e.s.",435,488032595,2004
"Chemicals and health related products",44,"Crude materials, inedible, except fuels",442,1104188054,2004
"Chemicals and health related products",44,"Mineral fuels, lubricants and related materials",443,1663325928,2004
"Chemicals and health related products",44,"Chemicals and related products, n.e.s.",445,25265000135,2004
"Chemicals and health related products",44,"Manufactured goods classified chiefly by material",446,257418870,2004
"Chemicals and health related products",44,"Machinery and transport equipment",447,2428592145,2004
"Chemicals and health related products",44,"Miscellaneous manufactured articles",448,13646133654,2004
"Coal",50,"Mineral fuels, lubricants and related materials",503,426967468,2004
