"Category","Category ID","Section","Section ID","Trade Value","Year"
"Machinery",10,"Chemicals and related products, n.e.s.",105,32462826,1994
"Machinery",10,"Manufactured goods classified chiefly by material",106,8917936109,1994
"Machinery",10,"Machinery and transport equipment",107,141509848177,1994
"Machinery",10,"Miscellaneous manufactured articles",108,2635857467,1994
"Machinery",10,"Commodities and transactions not classified elsewhere in the SITC",109,45774380,1994
"Electronics",11,"Manufactured goods classified chiefly by material",116,195063261,1994
"Electronics",11,"Machinery and transport equipment",117,106215644392,1994
"Electronics",11,"Miscellaneous manufactured articles",118,13116626568,1994
"Aircraft",12,"Manufactured goods classified chiefly by material",126,9887857,1994
"Aircraft",12,"Machinery and transport equipment",127,1115861583,1994
"Boilers",13,"Manufactured goods classified chiefly by material",136,2320099848,1994
"Boilers",13,"Machinery and transport equipment",137,1365915794,1994
"Boilers",13,"Miscellaneous manufactured articles",138,29883048,1994
"Ships",14,"Chemicals and related products, n.e.s.",145,71342744,1994
"Ships",14,"Machinery and transport equipment",147,10396112131,1994
"Metal products",15,"Crude materials, inedible, except fuels",152,2158,1994
"Metal products",15,"Chemicals and related products, n.e.s.",155,216989764,1994
"Metal products",15,"Manufactured goods classified chiefly by material",156,10938640402,1994
"Construction materials and equipment",20,"Crude materials, inedible, except fuels",202,13691458,1994
"Construction materials and equipment",20,"Mineral fuels, lubricants and related materials",203,8203,1994
"Construction materials and equipment",20,"Manufactured goods classified chiefly by material",206,4291476469,1994
"Construction materials and equipment",20,"Machinery and transport equipment",207,1610890425,1994
"Construction materials and equipment",20,"Miscellaneous manufactured articles",208,444400843,1994
"Home and office products",21,"Manufactured goods classified chiefly by material",216,1134006068,1994
"Home and office products",21,"Machinery and transport equipment",217,22006989,1994
"Home and office products",21,"Miscellaneous manufactured articles",218,4506921741,1994
"Pulp and paper",22,"Crude materials, inedible, except fuels",222,8441626,1994
"Pulp and paper",22,"Chemicals and related products, n.e.s.",225,31871313,1994
"Pulp and paper",22,"Manufactured goods classified chiefly by material",226,642504085,1994
"Beer, Spirits and cigarrettes",30,"Food and live animals chiefly for food",300,6426792,1994
"Beer, Spirits and cigarrettes",30,"Beverages and tobacco",301,60783620,1994
"Beer, Spirits and cigarrettes",30,"Chemicals and related products, n.e.s.",305,249207037,1994
"Food Processing",31,"Food and live animals chiefly for food",310,494377756,1994
"Food Processing",31,"Beverages and tobacco",311,13497174,1994
"Food Processing",31,"Crude materials, inedible, except fuels",312,1932487,1994
"Food Processing",31,"Animal and vegetable oils, fats and waxes",314,20403668,1994
"Food Processing",31,"Manufactured goods classified chiefly by material",316,66886164,1994
"Food Processing",31,"Miscellaneous manufactured articles",318,280409837,1994
"Petrochemicals",40,"Crude materials, inedible, except fuels",402,3170345,1994
"Petrochemicals",40,"Chemicals and related products, n.e.s.",405,1355931787,1994
"Petrochemicals",40,"Manufactured goods classified chiefly by material",406,453596740,1994
"Inorganic salts and acids",41,"Crude materials, inedible, except fuels",412,7397797,1994
"Inorganic salts and acids",41,"Chemicals and related products, n.e.s.",415,735597173,1994
"Other Chemicals",42,"Food and live animals chiefly for food",420,68538497,1994
"Other Chemicals",42,"Crude materials, inedible, except fuels",422,19579,1994
"Other Chemicals",42,"Mineral fuels, lubricants and related materials",423,31855258,1994
"Other Chemicals",42,"Chemicals and related products, n.e.s.",425,2532390246,1994
"Other Chemicals",42,"Manufactured goods classified chiefly by material",426,488460804,1994
"Other Chemicals",42,"Miscellaneous manufactured articles",428,1480075065,1994
"Agrochemicals",43,"Food and live animals chiefly for food",430,12739738,1994
